year,company,cik,SIC,Item_1_ESG_Exposure,Item_1_ESG_Sentiment,Item_1A_ESG_Exposure,Item_1A_ESG_Sentiment,Item_7_ESG_Exposure,Item_7_ESG_Sentiment,Item_8_ESG_Exposure,Item_8_ESG_Sentiment,Overall_ESG_Exposure,Overall_ESG_Sentiment,cik_str
2023,CUMMINS INC,26172,3519,0.2587859424920127,-0.1886874386971747,0.1931330472103004,0.5615464016795159,0.0365384615384615,-0.2899562383168622,0.0445859872611464,-0.1778616817845475,0.1332608596254803,-0.0237397392797671,0000026172
2018,TARGET CORP,27419,5331,0.0,0.0,0.1092436974789916,0.8163300414498036,0.0161290322580645,-0.2962335497140884,0.0161725067385444,0.2547265626490116,0.0353863091189001,0.1937057635961817,0000027419
2019,TARGET CORP,27419,5331,0.0,0.0,0.075,0.8596355517705282,0.0046728971962616,0.2008664906024933,0.0144508670520231,0.0753262922167778,0.0235309410620712,0.2839570836474498,0000027419
2020,TARGET CORP,27419,5331,0.0,0.0,0.0789473684210526,0.809991609926025,0.0,0.0,0.0027322404371584,0.4177744090557098,0.0204199022145527,0.3069415047454337,0000027419
2021,TARGET CORP,27419,5331,0.015625,-0.7977145910263062,0.0769230769230769,0.7007169306955554,0.0043668122270742,0.5897104740142822,0.0,0.0,0.0242287222875377,0.1231782034208828,0000027419
2022,TARGET CORP,27419,5331,0.0111111111111111,-0.8155825734138489,0.0980392156862745,0.8290988390644392,0.017094017094017,-0.0320470705628395,0.0076726342710997,-0.0304504906137784,0.0334792445406256,-0.0122453238815069,0000027419
2023,TARGET CORP,27419,5331,0.0098039215686274,0.0127665139734745,0.120253164556962,0.7596471176335686,0.0128205128205128,0.241092582543691,0.0054054054054054,-0.2176650837063789,0.0370707510878769,0.1989602826110887,0000027419
2018,OMNICOM GROUP INC.,29989,7311,0.0,0.0,0.0602409638554216,0.600979945063591,0.0188679245283018,0.1748755980621684,0.0,0.0,0.0197772220959308,0.1939638857814398,0000029989
2019,OMNICOM GROUP INC.,29989,7311,0.0,0.0,0.0595238095238095,0.600979945063591,0.0,0.0,0.0,0.0,0.0148809523809523,0.1502449862658977,0000029989
2020,OMNICOM GROUP INC.,29989,7311,0.0,0.0,0.0265486725663716,0.7966452737649282,0.0,0.0,0.0,0.0,0.0066371681415929,0.199161318441232,0000029989
2021,OMNICOM GROUP INC.,29989,7311,0.0,0.0,0.0683760683760683,0.1884273416362702,0.0175695461200585,0.196834262770911,0.0,0.0,0.0214864036240317,0.0963154011017953,0000029989
2022,OMNICOM GROUP INC.,29989,7311,0.0845070422535211,-0.2226911767696341,0.0588235294117647,0.6503487757096688,0.0018018018018018,0.6984316110610962,0.0,0.0,0.0362830933667719,0.2815223025002827,0000029989
2023,OMNICOM GROUP INC.,29989,7311,0.0759493670886076,-0.2183803667624791,0.0413223140495867,0.5840862087905407,0.0036697247706422,0.2364852949976921,0.0,0.0,0.0302353514772091,0.1505477842564384,0000029989
2018,EQUIFAX INC,33185,4911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000033185
2019,EQUIFAX INC,33185,4911,0.0030959752321981,0.3368047475814819,0.0,0.0,0.0,0.0,0.0,0.0,0.0007739938080495,0.0842011868953704,0000033185
2020,EQUIFAX INC,33185,4911,0.0,0.0,0.0108695652173913,0.4558542271455129,0.0,0.0,0.0,0.0,0.0027173913043478,0.1139635567863782,0000033185
2021,EQUIFAX INC,33185,4911,0.0,0.0,0.0111940298507462,0.4570064644018809,0.0,0.0,0.0,0.0,0.0027985074626865,0.1142516161004702,0000033185
2022,EQUIFAX INC,33185,4911,0.0,0.0,0.0247349823321554,0.1894982470465558,0.0038167938931297,0.7063998878002167,0.0052521008403361,0.4126946419477463,0.0084509692664053,0.3271481941986297,0000033185
2023,EQUIFAX INC,33185,4911,0.0031948881789137,0.3134256601333618,0.0249110320284697,0.1720948104879685,0.0078277886497064,0.6768392324447632,0.005181347150259,0.4977660566568375,0.0102787640018372,0.4150314399307327,0000033185
2018,PEPSICO INC,77476,2086,0.1954887218045112,0.0793179573061374,0.2014388489208633,0.4674102915672674,0.0688448074679113,0.4037035842094633,0.0,0.0,0.1164430945483214,0.237607958270717,0000077476
2019,PEPSICO INC,77476,2086,0.1793103448275862,0.0171112534231864,0.1882086167800453,0.3964069242398423,0.0672268907563025,0.3352528168886368,0.0,0.0,0.1086864630909835,0.1871927486379163,0000077476
2020,PEPSICO INC,77476,2086,0.0377358490566037,-0.1450202316045761,0.1518624641833811,0.4254584952767165,0.0202464788732394,0.3582348698831122,0.0,0.0,0.052461198028306,0.1596682833888131,0000077476
2021,PEPSICO INC,77476,2086,0.1538461538461538,0.0611109224740754,0.1452513966480447,0.4036538205825938,0.0317164179104477,0.1648443420143688,0.0,0.0,0.0827034921011615,0.1574022712677595,0000077476
2022,PEPSICO INC,77476,2086,0.1369047619047619,0.1351930587350026,0.1808510638297872,0.6706815484692069,0.036378334680679,0.2291876195205582,0.0,0.0,0.088533540103807,0.2587655566811919,0000077476
2023,PEPSICO INC,77476,2086,0.1358024691358024,0.1658497634767131,0.1785714285714285,0.6796671805637223,0.0427426536064114,0.1550661933142691,0.0,0.0,0.0892791378284106,0.2501457843386762,0000077476
2018,PPG INDUSTRIES INC,79879,2851,0.5053763440860215,0.1383088699125863,0.15,0.5274363458156586,0.1012987012987013,0.3225305687922697,0.0706940874035989,0.3724747428162531,0.2068422831970804,0.3401876318341919,0000079879
2019,PPG INDUSTRIES INC,79879,2851,0.4831460674157303,0.1429779129319413,0.1546391752577319,0.5244749625523885,0.0949152542372881,0.4769578956599746,0.074022346368715,0.4405191455668998,0.2016807108198663,0.396232479177801,0000079879
2020,PPG INDUSTRIES INC,79879,2851,0.411214953271028,0.1102788519876247,0.0961538461538461,0.6190373215824365,0.1049180327868852,0.3695850163931027,0.0760869565217391,0.4748911073298326,0.1720934471833746,0.3934480743232491,0000079879
2021,PPG INDUSTRIES INC,79879,2851,0.3728813559322034,0.1244342638687654,0.0952380952380952,0.6078630302101373,0.0798722044728434,0.453935029655695,0.0709219858156028,0.4600414129346609,0.1547284103646862,0.4115684341673146,0000079879
2022,PPG INDUSTRIES INC,79879,2851,0.3658536585365853,0.122959868527121,0.11,0.5344788824970071,0.0842391304347826,0.3975078909387511,0.0710144927536231,0.532448274064429,0.1577768204312477,0.3968487290068271,0000079879
2023,PPG INDUSTRIES INC,79879,2851,0.3361344537815126,0.0802004877477884,0.0934579439252336,0.6011602357029915,0.0862068965517241,0.4506012187898159,0.069701280227596,0.5320250030074801,0.1463751436215166,0.4159967363120189,0000079879
2018,SCHLUMBERGER LIMITED/NV,87347,1389,0.0,0.0,0.1008505467800729,0.258761164519083,0.1147540983606557,0.2033514767885208,0.1019900497512437,0.2650241036331508,0.0793986737229931,0.1817841862351886,0000087347
2019,SCHLUMBERGER LIMITED/NV,87347,1389,0.024,0.0790421416362126,0.0955882352941176,0.26257697889247,0.1201550387596899,0.3400429063025982,0.0960099750623441,0.2692961583954173,0.0839383122790379,0.2377395463066745,0000087347
2020,SCHLUMBERGER LIMITED/NV,87347,1389,0.0134228187919463,0.0857242308557033,0.0616621983914209,0.3493326101182163,0.103244837758112,0.4241976146187101,0.0706006322444678,0.3682121050669186,0.0622326217964867,0.3068666401648871,0000087347
2021,SCHLUMBERGER LIMITED/NV,87347,1389,0.0144927536231884,0.0857242308557033,0.0616352201257861,0.285883761790334,0.1687979539641943,0.5603993803432042,0.0596707818930041,0.3206642853288814,0.0761491774015432,0.3131679145795307,0000087347
2022,SCHLUMBERGER LIMITED/NV,87347,1389,0.388235294117647,-0.3725281274792822,0.3629032258064516,0.7044524995817079,0.0526315789473684,-0.1568443973859151,0.0272479564032697,0.1936440262943506,0.2077545138186842,0.0921810002527152,0000087347
2023,SCHLUMBERGER LIMITED/NV,87347,1389,0.3611111111111111,-0.3637668218535299,0.3720930232558139,0.7057035600882955,0.0404040404040404,0.1785989692434668,0.0309278350515463,0.1175421910981337,0.2011340024556279,0.1595194746440915,0000087347
2018,SHERWIN WILLIAMS CO,89800,2851,0.1235955056179775,0.2113895633003928,0.1407035175879397,0.767114729221378,0.1198630136986301,0.733649254483836,0.0,0.0,0.0960405092261368,0.4280383867514017,0000089800
2019,SHERWIN WILLIAMS CO,89800,2851,0.127906976744186,0.2098536599766124,0.1525423728813559,0.7689743665633378,0.081277213352685,0.6112054976235543,0.0863746958637469,0.4362770151084577,0.1120253147104935,0.5065776348179906,0000089800
2020,SHERWIN WILLIAMS CO,89800,2851,0.0769230769230769,0.2866891007870435,0.1275510204081632,0.7690544271469116,0.0355191256830601,0.4750065379417859,0.0768194070080862,0.5204336371991718,0.0792031575055966,0.5127959257687282,0000089800
2021,SHERWIN WILLIAMS CO,89800,2851,0.0964912280701754,0.4472706971520727,0.174757281553398,0.7328532527511319,0.0427807486631016,0.4695823318324983,0.0825806451612903,0.545160899113398,0.0991524758619913,0.5487167952122752,0000089800
2022,SHERWIN WILLIAMS CO,89800,2851,0.075,0.4361538576583068,0.1704035874439461,0.673953218875747,0.0384615384615384,0.4544655294157564,0.0593952483801295,0.5082408686930483,0.0858150935714035,0.5182033686607146,0000089800
2023,SHERWIN WILLIAMS CO,89800,2851,0.0854700854700854,0.3784180048853159,0.1829787234042553,0.6905902190090611,0.0547619047619047,0.380074730709843,0.0619195046439628,0.4567550948510567,0.0962825545700521,0.4764595123638191,0000089800
2018,SOUTHERN CO,92122,4911,0.7242888402625821,0.0719200984555158,0.0,0.0,0.536742500503322,0.2394517760197034,0.4199312714776632,0.2116044072949505,0.4202406530608918,0.1307440704425425,0000092122
2019,SOUTHERN CO,92122,4911,0.7103960396039604,0.0575951575804566,0.0,0.0,0.0,0.0,1.0,0.1929048001766204,0.4275990099009901,0.0626249894392693,0000092122
2020,SOUTHERN CO,92122,4911,0.501466275659824,0.0555727084259889,0.0,0.0,0.0,0.0,0.2950952573976489,0.2439218360961384,0.1991403832643682,0.0748736361305318,0000092122
2021,SOUTHERN CO,92122,4911,0.4985915492957746,0.0675232142294194,0.0,0.0,0.0,0.0,0.3036093418259023,0.2378271926689398,0.2005502227804192,0.0763376017245898,0000092122
2022,SOUTHERN CO,92122,4911,0.4916201117318435,0.0696742486378008,0.5361842105263158,0.4159558690010221,0.0,0.0,0.3100172711571675,0.224741208079092,0.3344553983538317,0.1775928314294787,0000092122
2023,SOUTHERN CO,92122,4911,0.5191740412979351,0.0792423968245698,0.5244299674267101,0.4056397603119012,0.0,0.0,0.3199617956064947,0.2323233445411298,0.3408914510827849,0.1793013754194002,0000092122
2018,"STANLEY BLACK & DECKER, INC.",93556,3423,0.1705426356589147,0.1476017372174696,0.0522088353413654,0.5404529027067698,0.056701030927835,0.1112095306091236,1.0,0.9457398056983948,0.3198631254820288,0.4362509940579394,0000093556
2019,"STANLEY BLACK & DECKER, INC.",93556,3423,0.1764705882352941,0.0904191986968119,0.0,0.0,0.059900166389351,0.0924847120833065,1.0,0.9431935548782348,0.3090926886561613,0.2815243664145883,0000093556
2020,"STANLEY BLACK & DECKER, INC.",93556,3423,0.125,-0.1084760615172294,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,-0.0271190153793073,0000093556
2021,"STANLEY BLACK & DECKER, INC.",93556,3423,0.1414141414141414,-0.1080516763031482,0.0,0.0,0.0,0.0,0.0,0.0,0.0353535353535353,-0.027012919075787,0000093556
2022,"STANLEY BLACK & DECKER, INC.",93556,3423,0.1256038647342995,0.1915189593743819,0.0928792569659442,0.5986184238145749,0.0640776699029126,0.1242595793622912,0.0823421774931381,0.3105194202727742,0.0912257422740736,0.3062290957060056,0000093556
2023,"STANLEY BLACK & DECKER, INC.",93556,3423,0.1098696461824953,0.3019413379636609,0.0,0.0,0.081237911025145,0.1625845520978882,0.0895522388059701,0.2504607608414018,0.0701649490034026,0.1787466627257377,0000093556
2018,"United Airlines Holdings, Inc.",100517,4512,0.0,0.0,0.1338028169014084,0.6270321337996345,0.0681265206812652,0.1065359449546251,0.0,0.0,0.0504823343956684,0.1833920196885649,0000100517
2019,"United Airlines Holdings, Inc.",100517,4512,0.0848484848484848,0.4003512281037512,0.1666666666666666,0.986093044281006,0.0572916666666666,0.1952812605622139,0.0,0.0,0.0772017045454545,0.3954313832367427,0000100517
2020,"United Airlines Holdings, Inc.",100517,4512,0.0549084858569051,0.5278362661713001,1.0,0.9815493822097778,0.0271493212669683,0.3935737805441022,0.0,0.0,0.2705144517809683,0.475739857231295,0000100517
2021,"United Airlines Holdings, Inc.",100517,4512,0.0,0.0,0.1440860215053763,0.5562977988495311,0.0,0.0,0.0,0.0,0.036021505376344,0.1390744497123827,0000100517
2022,"United Airlines Holdings, Inc.",100517,4512,0.2459016393442623,-0.1553895276749418,0.1201117318435754,0.7473243184301049,0.032258064516129,0.1812713477760553,0.0104477611940298,0.1577219845993178,0.1021797992244991,0.232732030782634,0000100517
2023,"United Airlines Holdings, Inc.",100517,4512,0.234256926952141,0.0057494418234914,0.1331360946745562,0.7143671898792188,0.0385964912280701,0.1728075793520971,0.011093502377179,-0.0083996845143181,0.1042707538079866,0.2211311316351223,0000100517
2018,Walmart Inc.,104169,5331,0.0616438356164383,0.6677121822204855,0.0355648535564853,0.5660015353385139,0.0489130434782608,0.1992475787798563,0.0,0.0,0.0365304331627961,0.3582403240847139,0000104169
2019,Walmart Inc.,104169,5331,0.0616438356164383,0.6680937877131833,0.0,0.0,0.0331632653061224,0.2861671848939015,0.0,0.0,0.0237017752306402,0.2385652431517712,0000104169
2020,Walmart Inc.,104169,5331,0.0416666666666666,0.7274174036887976,0.0379310344827586,0.3135823891921477,0.0311688311688311,0.3256332868089278,0.0,0.0,0.0276916330795641,0.3416582699224683,0000104169
2021,Walmart Inc.,104169,5331,0.0423728813559322,0.8609975735346477,0.0,0.0,0.0320855614973262,0.3844849020242691,0.0,0.0,0.0186146107133146,0.3113706188897291,0000104169
2022,Walmart Inc.,104169,5331,0.0,0.0,0.0238095238095238,0.3133619826819215,0.0242587601078167,0.4114783708420064,0.0,0.0,0.0120170709793351,0.181210088380982,0000104169
2023,Walmart Inc.,104169,5331,0.0,0.0,0.0283687943262411,0.3092050622217357,0.029940119760479,0.3983059842139482,0.0,0.0,0.01457722852168,0.176877761608921,0000104169
2018,"WILLIAMS COMPANIES, INC.",107263,4922,0.420669577874818,0.2568796243660384,0.2417302798982188,0.1148993433306091,0.3544303797468354,0.2204372438264417,0.2161559888579387,0.2952319927916852,0.3082465565944527,0.2218620510786936,0000107263
2019,"WILLIAMS COMPANIES, INC.",107263,4922,0.4376854599406528,0.3030777931213378,0.22508038585209,0.1567384550081832,0.3579295154185022,0.291034307124523,0.2526027397260273,0.2907486044823994,0.3183245252343181,0.2603997899341109,0000107263
2020,"WILLIAMS COMPANIES, INC.",107263,4922,0.37821482602118,0.3299585767537355,0.1672597864768683,0.3355640720655309,0.2997685185185185,0.3602575390639222,0.1924792861695347,0.4255517233002758,0.2594306042965254,0.3628329777958661,0000107263
2021,"WILLIAMS COMPANIES, INC.",107263,4922,0.3622920517560073,0.4677253376350415,0.1875,0.438758316582867,0.3305084745762712,0.3621275191683145,0.239039039039039,0.3635800918283399,0.2798348913428294,0.4080478163036407,0000107263
2022,"WILLIAMS COMPANIES, INC.",107263,4922,0.4267990074441687,0.0785864908139892,0.3469387755102041,0.670242408253983,0.275,0.0133434190088278,0.1561712846347607,0.322051812564173,0.3012272668972834,0.2710560326602432,0000107263
2023,"WILLIAMS COMPANIES, INC.",107263,4922,0.4353233830845771,0.0590426501738173,0.3568904593639576,0.6776619514837714,0.3003300330033003,0.0185753073911745,0.1594022415940224,0.306328945531277,0.3129865292614643,0.26540221364501,0000107263
2018,JOHNSON & JOHNSON,200406,2834,0.057471264367816,0.2475729376077652,0.016,0.977326363325119,0.0132052821128451,0.4215047589757226,0.0,0.0,0.0216691366201653,0.4116010149771517,0000200406
2019,JOHNSON & JOHNSON,200406,2834,0.0588235294117647,0.1409191899001598,0.015267175572519,0.977326363325119,0.0,0.0,0.0,0.0,0.0185226762460709,0.2795613883063197,0000200406
2020,JOHNSON & JOHNSON,200406,2834,0.027027027027027,0.3004203531891107,0.0,0.0,0.0,0.0,0.0,0.0,0.0067567567567567,0.0751050882972776,0000200406
2021,JOHNSON & JOHNSON,200406,2834,0.0258064516129032,0.3003966696560383,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258,0.0750991674140095,0000200406
2022,JOHNSON & JOHNSON,200406,2834,0.0246913580246913,0.2980399867519736,0.0390243902439024,0.9686065390706062,0.0,0.0,0.0037147102526002,0.6621229112148285,0.0168576146302985,0.4821923592593521,0000200406
2023,JOHNSON & JOHNSON,200406,2834,0.0258064516129032,0.3213892970234155,0.0473684210526315,0.9643865426381428,0.0059171597633136,0.1410388424992561,0.0027548209366391,0.7310330669085184,0.0204617133413718,0.5394619372673333,0000200406
2018,DANAHER CORP /DE/,313616,3823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000313616
2019,DANAHER CORP /DE/,313616,3823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000313616
2020,DANAHER CORP /DE/,313616,3823,0.0413223140495867,0.4700322872400284,0.0,0.0,0.0265306122448979,0.2075662440978563,0.0126582278481012,0.098257377743721,0.0201277885356465,0.1939639772704014,0000313616
2021,DANAHER CORP /DE/,313616,3823,0.0401891252955082,0.8110081553459167,0.0,0.0,0.0209302325581395,0.2279139061768849,0.0,0.0,0.0152798394634119,0.2597305153807004,0000313616
2022,DANAHER CORP /DE/,313616,3823,0.0883280757097791,0.0700217679009905,0.0513513513513513,0.7377649028050272,0.0327868852459016,-0.1013077641837298,0.0387878787878787,0.3567870720289647,0.0528135477737277,0.2658164946378131,0000313616
2023,DANAHER CORP /DE/,313616,3823,0.0622710622710622,0.0614574042094104,0.0532212885154061,0.7643425982249411,0.0095238095238095,-0.0038787145167589,0.024390243902439,0.6706325620412826,0.0373516010531792,0.3731384624897188,0000313616
2018,ROBERT HALF INC.,315213,7363,0.0111111111111111,0.9372169971466064,0.0139860139860139,0.85450279712677,0.0,0.0,0.0032051282051282,0.3110054135322571,0.0070755633255633,0.5256813019514084,0000315213
2019,ROBERT HALF INC.,315213,7363,0.0,0.0,0.0389610389610389,0.9400984942913057,0.0,0.0,0.0030581039755351,0.1106262579560279,0.0105047857341435,0.2626811880618334,0000315213
