Company;;ISIN;SIC Industry Name;SIC Industry Code;Update Date;ESG Score;;;;;;;;;;;;
Insulet Corporation;PODD.O;NULL;NULL;NULL;31/12/2022;73,00902937;;;;;;;;;;;;
Insulet Corporation;PODD.O;NULL;NULL;NULL;31/12/2021;71,62809133;;;;;;;;;;;;
Insulet Corporation;PODD.O;NULL;NULL;NULL;31/12/2020;72,69758109;;;;;;;;;;;;
Insulet Corporation;PODD.O;NULL;NULL;NULL;31/12/2019;63,16096925;;;;;;;;;;;;
Insulet Corporation;PODD.O;NULL;NULL;NULL;31/12/2018;22,13511519;;;;;;;;;;;;
International Business Machines Corporation;IBM;US4592001014;NULL;7372;31/12/2023;72,22679011;;;;;;;;;;;;
International Business Machines Corporation;IBM;NULL;NULL;NULL;31/12/2022;73,76398311;;;;;;;;;;;;
International Business Machines Corporation;IBM;NULL;NULL;NULL;31/12/2021;73,67278783;;;;;;;;;;;;
International Business Machines Corporation;IBM;NULL;NULL;NULL;31/12/2020;71,59682667;;;;;;;;;;;;
International Business Machines Corporation;IBM;NULL;NULL;NULL;31/12/2019;73,68937528;;;;;;;;;;;;
International Business Machines Corporation;IBM;NULL;NULL;NULL;31/12/2018;84,93263958;;;;;;;;;;;;
International Flavors & Fragrances Inc.;IFF;US4595061015;NULL;2621;31/12/2023;83,75165958;;;;;;;;;;;;
International Flavors & Fragrances Inc.;IFF;NULL;NULL;NULL;31/12/2022;75,54193429;;;;;;;;;;;;
International Flavors & Fragrances Inc.;IFF;NULL;NULL;NULL;31/12/2021;80,53537943;;;;;;;;;;;;
International Flavors & Fragrances Inc.;IFF;NULL;NULL;NULL;31/12/2020;86,29384494;;;;;;;;;;;;
International Flavors & Fragrances Inc.;IFF;NULL;NULL;NULL;31/12/2019;86,73158188;;;;;;;;;;;;
International Flavors & Fragrances Inc.;IFF;NULL;NULL;NULL;31/12/2018;80,64423602;;;;;;;;;;;;
International Paper Company;IP;US4601461035;Paper Mills;2621;31/12/2023;66,55273469;;;;;;;;;;;;
International Paper Company;IP;NULL;NULL;NULL;31/12/2022;72,18579615;;;;;;;;;;;;
International Paper Company;IP;NULL;NULL;NULL;31/12/2021;72,86301358;;;;;;;;;;;;
International Paper Company;IP;NULL;NULL;NULL;31/12/2020;72,8981407;;;;;;;;;;;;
International Paper Company;IP;NULL;NULL;NULL;31/12/2019;69,24544025;;;;;;;;;;;;
International Paper Company;IP;NULL;NULL;NULL;31/12/2018;70,46470167;;;;;;;;;;;;
The Interpublic Group of Companies, Inc.;IPG;US4606901001;Advertising Agencies;7311;31/12/2023;83,97164498;;;;;;;;;;;;
The Interpublic Group of Companies, Inc.;IPG;NULL;NULL;NULL;31/12/2022;82,23474054;;;;;;;;;;;;
The Interpublic Group of Companies, Inc.;IPG;NULL;NULL;NULL;31/12/2021;65,86491643;;;;;;;;;;;;
The Interpublic Group of Companies, Inc.;IPG;NULL;NULL;NULL;31/12/2020;68,47453112;;;;;;;;;;;;
The Interpublic Group of Companies, Inc.;IPG;NULL;NULL;NULL;31/12/2019;61,27766013;;;;;;;;;;;;
The Interpublic Group of Companies, Inc.;IPG;NULL;NULL;NULL;31/12/2018;68,06115418;;;;;;;;;;;;
Intuit Inc.;INTU.O;US4612021034;Prepackaged Software;7372;31/07/2023;79,71619074;;;;;;;;;;;;
Intuit Inc.;INTU.O;NULL;NULL;NULL;31/07/2022;83,29215899;;;;;;;;;;;;
Intuit Inc.;INTU.O;NULL;NULL;NULL;31/07/2021;74,28170094;;;;;;;;;;;;
Intuit Inc.;INTU.O;NULL;NULL;NULL;31/07/2020;78,2490566;;;;;;;;;;;;
Intuit Inc.;INTU.O;NULL;NULL;NULL;31/07/2019;80,39593127;;;;;;;;;;;;
Intuit Inc.;INTU.O;NULL;NULL;NULL;31/07/2018;87,22066285;;;;;;;;;;;;
Intuitive Surgical, Inc.;ISRG.O;US46120E6023;Orthopedic, Prosthetic, and Surgical Appliances and Supplies;3842;31/12/2023;53,23782619;;;;;;;;;;;;
Intuitive Surgical, Inc.;ISRG.O;NULL;NULL;NULL;31/12/2022;60,02172901;;;;;;;;;;;;
Intuitive Surgical, Inc.;ISRG.O;NULL;NULL;NULL;31/12/2021;60,42981913;;;;;;;;;;;;
Intuitive Surgical, Inc.;ISRG.O;NULL;NULL;NULL;31/12/2020;58,34914672;;;;;;;;;;;;
Intuitive Surgical, Inc.;ISRG.O;NULL;NULL;NULL;31/12/2019;51,69944097;;;;;;;;;;;;
Intuitive Surgical, Inc.;ISRG.O;NULL;NULL;NULL;31/12/2018;49,87130197;;;;;;;;;;;;
Invitation Homes Inc.;INVH.K;US46187W1071;NULL;7372;31/12/2023;64,89334521;;;;;;;;;;;;
Invitation Homes Inc.;INVH.K;NULL;NULL;NULL;31/12/2022;52,35606573;;;;;;;;;;;;
Invitation Homes Inc.;INVH.K;NULL;NULL;NULL;31/12/2021;52,14740943;;;;;;;;;;;;
Invitation Homes Inc.;INVH.K;NULL;NULL;NULL;31/12/2020;44,16649073;;;;;;;;;;;;
Invitation Homes Inc.;INVH.K;NULL;NULL;NULL;31/12/2019;32,87648163;;;;;;;;;;;;
Invitation Homes Inc.;INVH.K;NULL;NULL;NULL;31/12/2018;27,95006465;;;;;;;;;;;;
IQVIA Holdings Inc.;IQV;US46266C1053;Commercial Physical and Biological Research;8731;31/12/2023;62,79842005;;;;;;;;;;;;
IQVIA Holdings Inc.;IQV;NULL;NULL;NULL;31/12/2022;65,4505733;;;;;;;;;;;;
IQVIA Holdings Inc.;IQV;NULL;NULL;NULL;31/12/2021;60,53776203;;;;;;;;;;;;
IQVIA Holdings Inc.;IQV;NULL;NULL;NULL;31/12/2020;63,50382697;;;;;;;;;;;;
IQVIA Holdings Inc.;IQV;NULL;NULL;NULL;31/12/2019;61,37831433;;;;;;;;;;;;
IQVIA Holdings Inc.;IQV;NULL;NULL;NULL;31/12/2018;48,7362388;;;;;;;;;;;;
Iron Mountain Incorporated;IRM;US46284V1017;Real Estate Investment Trusts;6798;31/12/2023;71,46572854;;;;;;;;;;;;
Iron Mountain Incorporated;IRM;NULL;NULL;NULL;31/12/2022;73,88189924;;;;;;;;;;;;
Iron Mountain Incorporated;IRM;NULL;NULL;NULL;31/12/2021;78,88869612;;;;;;;;;;;;
Iron Mountain Incorporated;IRM;NULL;NULL;NULL;31/12/2020;76,60205988;;;;;;;;;;;;
Iron Mountain Incorporated;IRM;NULL;NULL;NULL;31/12/2019;76,42851716;;;;;;;;;;;;
Iron Mountain Incorporated;IRM;NULL;NULL;NULL;31/12/2018;76,95124579;;;;;;;;;;;;
The J. M. Smucker Company;SJM;US8326964058;Canned Fruits, Vegetables, Preserves, Jams, and Jellies;2033;30/04/2023;64,02248622;;;;;;;;;;;;
The J. M. Smucker Company;SJM;NULL;NULL;NULL;30/04/2022;65,67338498;;;;;;;;;;;;
The J. M. Smucker Company;SJM;NULL;NULL;NULL;30/04/2021;66,57033094;;;;;;;;;;;;
The J. M. Smucker Company;SJM;NULL;NULL;NULL;30/04/2020;67,94743801;;;;;;;;;;;;
The J. M. Smucker Company;SJM;NULL;NULL;NULL;30/04/2019;72,16676307;;;;;;;;;;;;
The J. M. Smucker Company;SJM;NULL;NULL;NULL;30/04/2018;74,36492374;;;;;;;;;;;;
Jabil Inc.;JBL;US4663131039;Printed Circuit Boards;3672;31/08/2023;65,06686249;;;;;;;;;;;;
Jabil Inc.;JBL;NULL;NULL;NULL;31/08/2022;72,85574701;;;;;;;;;;;;
Jabil Inc.;JBL;NULL;NULL;NULL;31/08/2021;66,02184468;;;;;;;;;;;;
Jabil Inc.;JBL;NULL;NULL;NULL;31/08/2020;68,56674916;;;;;;;;;;;;
Jabil Inc.;JBL;NULL;NULL;NULL;31/08/2019;70,54453401;;;;;;;;;;;;
Jabil Inc.;JBL;NULL;NULL;NULL;31/08/2018;67,38765813;;;;;;;;;;;;
Jacobs Solutions Inc.;J;US4698141078;NULL;8711;29/09/2023;72,37510668;;;;;;;;;;;;
Jacobs Solutions Inc.;J;US46982L1089;NULL;NULL;30/09/2022;77,8191093;;;;;;;;;;;;
Jacobs Solutions Inc.;J;NULL;NULL;NULL;01/10/2021;81,12072438;;;;;;;;;;;;
Jacobs Solutions Inc.;J;NULL;NULL;NULL;02/10/2020;79,41528637;;;;;;;;;;;;
Jacobs Solutions Inc.;J;NULL;NULL;NULL;27/09/2019;65,62282408;;;;;;;;;;;;
Jacobs Solutions Inc.;J;NULL;NULL;NULL;28/09/2018;61,56431491;;;;;;;;;;;;
Johnson & Johnson;JNJ;US4781601046;Pharmaceutical Preparations;2834;31/12/2023;83,21632679;;;;;;;;;;;;
Johnson & Johnson;JNJ;NULL;NULL;NULL;01/01/2023;85,03712505;;;;;;;;;;;;
Johnson & Johnson;JNJ;NULL;NULL;NULL;02/01/2022;87,29510558;;;;;;;;;;;;
Johnson & Johnson;JNJ;NULL;NULL;NULL;03/01/2021;86,904846;;;;;;;;;;;;
Johnson & Johnson;JNJ;NULL;NULL;NULL;29/12/2019;84,75541242;;;;;;;;;;;;
Johnson & Johnson;JNJ;NULL;NULL;NULL;30/12/2018;85,40925985;;;;;;;;;;;;
Johnson Controls International plc;JCI;IE00BY7QL619;Air- Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment;3585;30/09/2023;79,9409103;;;;;;;;;;;;
Johnson Controls International plc;JCI;NULL;NULL;NULL;30/09/2022;78,90095313;;;;;;;;;;;;
Johnson Controls International plc;JCI;NULL;NULL;NULL;30/09/2021;77,39411354;;;;;;;;;;;;
Johnson Controls International plc;JCI;NULL;NULL;NULL;30/09/2020;78,14356804;;;;;;;;;;;;
Johnson Controls International plc;JCI;NULL;NULL;NULL;30/09/2019;87,06523052;;;;;;;;;;;;
Johnson Controls International plc;JCI;NULL;NULL;NULL;30/09/2018;89,16886047;;;;;;;;;;;;
Juniper Networks, Inc.;JNPR.K;US48203R1041;Computer Communications Equipment;3576;31/12/2023;79,01731867;;;;;;;;;;;;
Juniper Networks, Inc.;JNPR.K;NULL;NULL;NULL;31/12/2022;74,38908575;;;;;;;;;;;;
Juniper Networks, Inc.;JNPR.K;NULL;NULL;NULL;31/12/2021;78,18005904;;;;;;;;;;;;
Juniper Networks, Inc.;JNPR.K;NULL;NULL;NULL;31/12/2020;84,15382152;;;;;;;;;;;;
Juniper Networks, Inc.;JNPR.K;NULL;NULL;NULL;31/12/2019;80,87803584;;;;;;;;;;;;
Juniper Networks, Inc.;JNPR.K;NULL;NULL;NULL;31/12/2018;70,58949603;;;;;;;;;;;;
Kellogg Company;K;US4878361082;NULL;2043;31/12/2022;79,44829604;;;;;;;;;;;;
Kellogg Company;K;NULL;NULL;NULL;01/01/2022;81,19162093;;;;;;;;;;;;
Kellogg Company;K;NULL;NULL;NULL;02/01/2021;83,6394423;;;;;;;;;;;;
Kellogg Company;K;NULL;NULL;NULL;28/12/2019;83,61772882;;;;;;;;;;;;
Kellogg Company;K;NULL;NULL;NULL;29/12/2018;80,89593222;;;;;;;;;;;;
Kenvue Inc.;KVUE.K;US49177J1025;Perfumes, Cosmetics, and Other Toilet Preparations;2844;31/12/2023;67,70383353;;;;;;;;;;;;
Kenvue Inc.;KVUE.K;NULL;NULL;NULL;31/12/2022;NULL;;;;;;;;;;;;
Kenvue Inc.;KVUE.K;NULL;NULL;NULL;31/12/2021;NULL;;;;;;;;;;;;
Kenvue Inc.;KVUE.K;NULL;NULL;NULL;31/12/2020;NULL;;;;;;;;;;;;
Kenvue Inc.;KVUE.K;NULL;NULL;NULL;31/12/2019;NULL;;;;;;;;;;;;
Kenvue Inc.;KVUE.K;NULL;NULL;NULL;31/12/2018;NULL;;;;;;;;;;;;
Keurig Dr Pepper Inc.;KDP.O;US26138E1091;NULL;2844;31/12/2023;62,51185649;;;;;;;;;;;;
Keurig Dr Pepper Inc.;KDP.O;US49271V1008;NULL;NULL;31/12/2022;61,57570346;;;;;;;;;;;;
Keurig Dr Pepper Inc.;KDP.O;NULL;NULL;NULL;31/12/2021;65,5500061;;;;;;;;;;;;
Keurig Dr Pepper Inc.;KDP.O;NULL;NULL;NULL;31/12/2020;64,32441896;;;;;;;;;;;;
Keurig Dr Pepper Inc.;KDP.O;NULL;NULL;NULL;31/12/2019;56,64372316;;;;;;;;;;;;
Keurig Dr Pepper Inc.;KDP.O;NULL;NULL;NULL;31/12/2018;58,04826045;;;;;;;;;;;;
Keysight Technologies, Inc.;KEYS.K;US49338L1035;"Industrial Instruments For Measurement, Display, and Control of Process Variables; and Related Products";3823;31/10/2023;70,43009163;;;;;;;;;;;;
Keysight Technologies, Inc.;KEYS.K;NULL;NULL;NULL;31/10/2022;70,35072725;;;;;;;;;;;;
Keysight Technologies, Inc.;KEYS.K;NULL;NULL;NULL;31/10/2021;71,54469666;;;;;;;;;;;;
Keysight Technologies, Inc.;KEYS.K;NULL;NULL;NULL;31/10/2020;72,7039453;;;;;;;;;;;;
Keysight Technologies, Inc.;KEYS.K;NULL;NULL;NULL;31/10/2019;74,24184902;;;;;;;;;;;;
Keysight Technologies, Inc.;KEYS.K;NULL;NULL;NULL;31/10/2018;75,05984444;;;;;;;;;;;;
Kimberly-Clark Corporation;KMB;US4943681035;NULL;2676;31/12/2023;74,73066653;;;;;;;;;;;;
Kimberly-Clark Corporation;KMB;NULL;NULL;NULL;31/12/2022;76,05820694;;;;;;;;;;;;
Kimberly-Clark Corporation;KMB;NULL;NULL;NULL;31/12/2021;77,62445661;;;;;;;;;;;;
Kimberly-Clark Corporation;KMB;NULL;NULL;NULL;31/12/2020;78,25439958;;;;;;;;;;;;
Kimberly-Clark Corporation;KMB;NULL;NULL;NULL;31/12/2019;73,98212357;;;;;;;;;;;;
Kimberly-Clark Corporation;KMB;NULL;NULL;NULL;31/12/2018;69,85375753;;;;;;;;;;;;
Kimco Realty Corporation;KIM;US49446R1095;Real Estate Investment Trusts;6798;31/12/2023;82,52630587;;;;;;;;;;;;
Kimco Realty Corporation;KIM;NULL;NULL;NULL;31/12/2022;85,75876564;;;;;;;;;;;;
Kimco Realty Corporation;KIM;NULL;NULL;NULL;31/12/2021;86,76291466;;;;;;;;;;;;
Kimco Realty Corporation;KIM;NULL;NULL;NULL;31/12/2020;83,76854033;;;;;;;;;;;;
Kimco Realty Corporation;KIM;NULL;NULL;NULL;31/12/2019;82,03914273;;;;;;;;;;;;
Kimco Realty Corporation;KIM;NULL;NULL;NULL;31/12/2018;80,34255256;;;;;;;;;;;;
Kinder Morgan, Inc.;KMI;US49456B1017;Natural Gas Transmission;4922;31/12/2023;84,15236264;;;;;;;;;;;;
Kinder Morgan, Inc.;KMI;NULL;NULL;NULL;31/12/2022;84,83457144;;;;;;;;;;;;
Kinder Morgan, Inc.;KMI;NULL;NULL;NULL;31/12/2021;84,31015755;;;;;;;;;;;;
Kinder Morgan, Inc.;KMI;NULL;NULL;NULL;31/12/2020;87,50211202;;;;;;;;;;;;
Kinder Morgan, Inc.;KMI;NULL;NULL;NULL;31/12/2019;85,74310127;;;;;;;;;;;;
Kinder Morgan, Inc.;KMI;NULL;NULL;NULL;31/12/2018;68,79657888;;;;;;;;;;;;
KLA Corporation;KLAC.O;US4824801009;Optical Instruments and Lenses;3827;30/06/2023;59,01481972;;;;;;;;;;;;
KLA Corporation;KLAC.O;NULL;NULL;NULL;30/06/2022;55,73368834;;;;;;;;;;;;
KLA Corporation;KLAC.O;NULL;NULL;NULL;30/06/2021;58,99131065;;;;;;;;;;;;
KLA Corporation;KLAC.O;NULL;NULL;NULL;30/06/2020;58,43200924;;;;;;;;;;;;
KLA Corporation;KLAC.O;NULL;NULL;NULL;30/06/2019;55,91359717;;;;;;;;;;;;
KLA Corporation;KLAC.O;NULL;NULL;NULL;30/06/2018;50,79430336;;;;;;;;;;;;
The Kraft Heinz Company;KHC.O;US5007541064;NULL;2032;30/12/2023;73,27927438;;;;;;;;;;;;
The Kraft Heinz Company;KHC.O;NULL;NULL;NULL;31/12/2022;71,96953349;;;;;;;;;;;;
The Kraft Heinz Company;KHC.O;NULL;NULL;NULL;25/12/2021;70,80228969;;;;;;;;;;;;
The Kraft Heinz Company;KHC.O;NULL;NULL;NULL;26/12/2020;70,12468599;;;;;;;;;;;;
The Kraft Heinz Company;KHC.O;NULL;NULL;NULL;28/12/2019;70,06875962;;;;;;;;;;;;
The Kraft Heinz Company;KHC.O;NULL;NULL;NULL;29/12/2018;54,80530845;;;;;;;;;;;;
The Kroger Co.;KR;US5010441013;Grocery Stores;5411;28/01/2023;79,29340629;;;;;;;;;;;;
The Kroger Co.;KR;NULL;NULL;NULL;29/01/2022;82,17488085;;;;;;;;;;;;
The Kroger Co.;KR;NULL;NULL;NULL;30/01/2021;84,71310408;;;;;;;;;;;;
The Kroger Co.;KR;NULL;NULL;NULL;01/02/2020;82,82694144;;;;;;;;;;;;
The Kroger Co.;KR;NULL;NULL;NULL;02/02/2019;79,63051729;;;;;;;;;;;;
The Kroger Co.;KR;NULL;NULL;NULL;03/02/2018;83,68409228;;;;;;;;;;;;
L3Harris Technologies, Inc.;LHX;US4138751056;Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments;3812;29/12/2023;65,7196498;;;;;;;;;;;;
L3Harris Technologies, Inc.;LHX;US5024311095;NULL;NULL;30/12/2022;67,31490489;;;;;;;;;;;;
L3Harris Technologies, Inc.;LHX;NULL;NULL;NULL;31/12/2021;67,18582679;;;;;;;;;;;;
L3Harris Technologies, Inc.;LHX;NULL;NULL;NULL;01/01/2021;67,74114039;;;;;;;;;;;;
L3Harris Technologies, Inc.;LHX;NULL;NULL;NULL;03/01/2020;46,45959245;;;;;;;;;;;;
L3Harris Technologies, Inc.;LHX;NULL;NULL;NULL;29/06/2018;44,57245176;;;;;;;;;;;;
Laboratory Corporation of America Holdings;LH;US50540R4092;Medical Laboratories;8071;30/12/2023;65;;;;;;;;;;;;
Laboratory Corporation of America Holdings;LH;NULL;NULL;NULL;31/12/2022;73;;;;;;;;;;;;
Laboratory Corporation of America Holdings;LH;NULL;NULL;NULL;25/12/2021;67;;;;;;;;;;;;
Laboratory Corporation of America Holdings;LH;NULL;NULL;NULL;26/12/2020;65;;;;;;;;;;;;
Laboratory Corporation of America Holdings;LH;NULL;NULL;NULL;28/12/2019;70;;;;;;;;;;;;
Laboratory Corporation of America Holdings;LH;NULL;NULL;NULL;29/12/2018;66;;;;;;;;;;;;
Lam Research Corporation;LRCX.O;US5128071082;Special Industry Machinery, Not Elsewhere Classified;3559;25/06/2023;78,51647649;;;;;;;;;;;;
Lam Research Corporation;LRCX.O;US5128071082;NULL;NULL;26/06/2022;79,1716971;;;;;;;;;;;;
Lam Research Corporation;LRCX.O;NULL;NULL;NULL;27/06/2021;74,73289889;;;;;;;;;;;;
Lam Research Corporation;LRCX.O;NULL;NULL;NULL;28/06/2020;73,98553531;;;;;;;;;;;;
Lam Research Corporation;LRCX.O;NULL;NULL;NULL;30/06/2019;68,29776014;;;;;;;;;;;;
Lam Research Corporation;LRCX.O;NULL;NULL;NULL;24/06/2018;64,86424348;;;;;;;;;;;;
Lamb Weston Holdings, Inc.;LW;US5132721045;NULL;3559;28/05/2023;63,22168266;;;;;;;;;;;;
Lamb Weston Holdings, Inc.;LW;NULL;NULL;NULL;29/05/2022;67,13291342;;;;;;;;;;;;
Lamb Weston Holdings, Inc.;LW;NULL;NULL;NULL;30/05/2021;72,71577364;;;;;;;;;;;;
Lamb Weston Holdings, Inc.;LW;NULL;NULL;NULL;31/05/2020;63,73891949;;;;;;;;;;;;
Lamb Weston Holdings, Inc.;LW;NULL;NULL;NULL;26/05/2019;59,12710243;;;;;;;;;;;;
Lamb Weston Holdings, Inc.;LW;NULL;NULL;NULL;27/05/2018;34,17037407;;;;;;;;;;;;
Leidos Holdings, Inc.;LDOS.K;US5253271028;Computer Integrated Systems Design;7373;30/12/2022;83,59917081;;;;;;;;;;;;
Leidos Holdings, Inc.;LDOS.K;NULL;NULL;NULL;31/12/2021;81,73902634;;;;;;;;;;;;
Leidos Holdings, Inc.;LDOS.K;NULL;NULL;NULL;01/01/2021;83,765842;;;;;;;;;;;;
Leidos Holdings, Inc.;LDOS.K;NULL;NULL;NULL;03/01/2020;79,12245275;;;;;;;;;;;;
Leidos Holdings, Inc.;LDOS.K;NULL;NULL;NULL;28/12/2018;80,56318204;;;;;;;;;;;;
Lennar Corporation;LEN;US5260571048;NULL;1531;30/11/2023;34,36837284;;;;;;;;;;;;
Lennar Corporation;LEN;NULL;NULL;NULL;30/11/2022;38,15258083;;;;;;;;;;;;
Lennar Corporation;LEN;NULL;NULL;NULL;30/11/2021;26,09514864;;;;;;;;;;;;
Lennar Corporation;LEN;NULL;NULL;NULL;30/11/2020;22,39646817;;;;;;;;;;;;
Lennar Corporation;LEN;NULL;NULL;NULL;30/11/2019;22,49149268;;;;;;;;;;;;
Lennar Corporation;LEN;NULL;NULL;NULL;30/11/2018;24,82263944;;;;;;;;;;;;
Lincoln National Corporation;LNC;US5341871094;Life Insurance;6311;31/12/2023;59,87651132;;;;;;;;;;;;
Lincoln National Corporation;LNC;NULL;NULL;NULL;31/12/2022;61,30597075;;;;;;;;;;;;
Lincoln National Corporation;LNC;NULL;NULL;NULL;31/12/2021;64,8421084;;;;;;;;;;;;
Lincoln National Corporation;LNC;NULL;NULL;NULL;31/12/2020;60,8803394;;;;;;;;;;;;
Lincoln National Corporation;LNC;NULL;NULL;NULL;31/12/2019;57,78355795;;;;;;;;;;;;
Lincoln National Corporation;LNC;NULL;NULL;NULL;31/12/2018;57,48196399;;;;;;;;;;;;
Linde plc;LIN.O;IE00BZ12WP82;NULL;2813;31/12/2023;86,45854335;;;;;;;;;;;;
Linde plc;LIN.O;IE000S9YS762;NULL;NULL;31/12/2022;89,83346279;;;;;;;;;;;;
Linde plc;LIN.O;NULL;NULL;NULL;31/12/2021;88,9079125;;;;;;;;;;;;
Linde plc;LIN.O;NULL;NULL;NULL;31/12/2020;85,09178287;;;;;;;;;;;;
Linde plc;LIN.O;NULL;NULL;NULL;31/12/2019;86,16418046;;;;;;;;;;;;
Linde plc;LIN.O;NULL;NULL;NULL;31/12/2018;86,04059938;;;;;;;;;;;;
Live Nation Entertainment, Inc.;LYV;US5380341090;NULL;7922;31/12/2023;39,81972435;;;;;;;;;;;;
Live Nation Entertainment, Inc.;LYV;NULL;NULL;NULL;31/12/2022;46,15743112;;;;;;;;;;;;
Live Nation Entertainment, Inc.;LYV;NULL;NULL;NULL;31/12/2021;45,66159863;;;;;;;;;;;;
Live Nation Entertainment, Inc.;LYV;NULL;NULL;NULL;31/12/2020;43,19614021;;;;;;;;;;;;
Live Nation Entertainment, Inc.;LYV;NULL;NULL;NULL;31/12/2019;47,48269968;;;;;;;;;;;;
Live Nation Entertainment, Inc.;LYV;NULL;NULL;NULL;31/12/2018;34,09685935;;;;;;;;;;;;
LKQ Corporation;LKQ.O;US5018892084;NULL;3812;31/12/2023;49,18429449;;;;;;;;;;;;
LKQ Corporation;LKQ.O;NULL;NULL;NULL;31/12/2022;45,8379448;;;;;;;;;;;;
LKQ Corporation;LKQ.O;NULL;NULL;NULL;31/12/2021;40,08464217;;;;;;;;;;;;
LKQ Corporation;LKQ.O;NULL;NULL;NULL;31/12/2020;27,25566522;;;;;;;;;;;;
LKQ Corporation;LKQ.O;NULL;NULL;NULL;31/12/2019;24,39185297;;;;;;;;;;;;
LKQ Corporation;LKQ.O;NULL;NULL;NULL;31/12/2018;20,90264097;;;;;;;;;;;;
Lockheed Martin Corporation;LMT;US5398301094;NULL;3761;31/12/2023;78,55326957;;;;;;;;;;;;
Lockheed Martin Corporation;LMT;NULL;NULL;NULL;31/12/2022;74,77214724;;;;;;;;;;;;
Lockheed Martin Corporation;LMT;NULL;NULL;NULL;31/12/2021;70,6773219;;;;;;;;;;;;
Lockheed Martin Corporation;LMT;NULL;NULL;NULL;31/12/2020;78,90274464;;;;;;;;;;;;
Lockheed Martin Corporation;LMT;NULL;NULL;NULL;31/12/2019;85,65169537;;;;;;;;;;;;
Lockheed Martin Corporation;LMT;NULL;NULL;NULL;31/12/2018;79,71735866;;;;;;;;;;;;
Lowe’s Companies, Inc.;LOW;US5486611073;Lumber and Other Building Materials Dealers;5211;02/02/2024;77,46136768;;;;;;;;;;;;
Lowe’s Companies, Inc.;LOW;NULL;NULL;NULL;03/02/2023;75,87047359;;;;;;;;;;;;
Lowe’s Companies, Inc.;LOW;NULL;NULL;NULL;28/01/2022;79,60030053;;;;;;;;;;;;
Lowe’s Companies, Inc.;LOW;NULL;NULL;NULL;29/01/2021;81,09903074;;;;;;;;;;;;
Lowe’s Companies, Inc.;LOW;NULL;NULL;NULL;31/01/2020;77,63844373;;;;;;;;;;;;
Lowe’s Companies, Inc.;LOW;NULL;NULL;NULL;01/02/2019;67,47253926;;;;;;;;;;;;
Lowe’s Companies, Inc.;LOW;NULL;NULL;NULL;02/02/2018;79,36321541;;;;;;;;;;;;
Lululemon Athletica Inc.;LULU.O;US5500211090;NULL;4813;28/01/2024;56,18494276;;;;;;;;;;;;
Lululemon Athletica Inc.;LULU.O;NULL;NULL;NULL;29/01/2023;53,53404241;;;;;;;;;;;;
Lululemon Athletica Inc.;LULU.O;NULL;NULL;NULL;30/01/2022;55,45767523;;;;;;;;;;;;
Lululemon Athletica Inc.;LULU.O;NULL;NULL;NULL;31/01/2021;46,70083745;;;;;;;;;;;;
Lululemon Athletica Inc.;LULU.O;NULL;NULL;NULL;02/02/2020;38,39227664;;;;;;;;;;;;
Lululemon Athletica Inc.;LULU.O;NULL;NULL;NULL;03/02/2019;40,0938439;;;;;;;;;;;;
Lululemon Athletica Inc.;LULU.O;NULL;NULL;NULL;28/01/2018;36,8611337;;;;;;;;;;;;
Lumen Technologies, Inc.;LUMN.K;US1567001060;Telephone Communications, Except Radiotelephone;4813;31/12/2023;55,25209138;;;;;;;;;;;;
Lumen Technologies, Inc.;LUMN.K;US5502411037;NULL;NULL;31/12/2022;54,0103228;;;;;;;;;;;;
Lumen Technologies, Inc.;LUMN.K;NULL;NULL;NULL;31/12/2021;56,76730795;;;;;;;;;;;;
Lumen Technologies, Inc.;LUMN.K;NULL;NULL;NULL;31/12/2020;55,14485204;;;;;;;;;;;;
Lumen Technologies, Inc.;LUMN.K;NULL;NULL;NULL;31/12/2019;58,37265639;;;;;;;;;;;;
Lumen Technologies, Inc.;LUMN.K;NULL;NULL;NULL;31/12/2018;57,92471926;;;;;;;;;;;;
LyondellBasell Industries N.V.;LYB;NL0009434992;NULL;3674;31/12/2023;74,62617202;;;;;;;;;;;;
LyondellBasell Industries N.V.;LYB;NULL;NULL;NULL;31/12/2022;78,93870926;;;;;;;;;;;;
LyondellBasell Industries N.V.;LYB;NULL;NULL;NULL;31/12/2021;75,7428791;;;;;;;;;;;;
LyondellBasell Industries N.V.;LYB;NULL;NULL;NULL;31/12/2020;59,73983983;;;;;;;;;;;;
LyondellBasell Industries N.V.;LYB;NULL;NULL;NULL;31/12/2019;52,8378893;;;;;;;;;;;;
LyondellBasell Industries N.V.;LYB;NULL;NULL;NULL;31/12/2018;61,13099794;;;;;;;;;;;;
Marathon Oil Corporation;MRO^K24;US5658491064;Crude Petroleum and Natural Gas;1311;31/12/2023;52,98787696;;;;;;;;;;;;
Marathon Oil Corporation;MRO^K24;NULL;NULL;NULL;31/12/2022;67,40404576;;;;;;;;;;;;
Marathon Oil Corporation;MRO^K24;NULL;NULL;NULL;31/12/2021;68,8602664;;;;;;;;;;;;
Marathon Oil Corporation;MRO^K24;NULL;NULL;NULL;31/12/2020;71,66213402;;;;;;;;;;;;
Marathon Oil Corporation;MRO^K24;NULL;NULL;NULL;31/12/2019;64,87131216;;;;;;;;;;;;
